HW,kernel,stride,Cin,FLOPs,latency
28,7,1,3,195000,0.051
28,7,1,6,412500,0.051
28,7,1,8,570000,0.051
28,7,1,16,1300000,0.062
28,7,1,32,3240000,0.056
28,7,1,64,9040000,0.076
28,7,1,128,28320000,0.106
28,7,1,256,97600000,0.144
28,7,1,512,359040000,0.241
28,7,1,1024,1373440000,0.43
28,7,2,3,52728,0.047
28,7,2,6,111540,0.052
28,7,2,8,154128,0.054
28,7,2,16,351520,0.053
28,7,2,32,876096,0.057
28,7,2,64,2444416,0.061
28,7,2,128,7657728,0.07
28,7,2,256,26391040,0.099
28,7,2,512,97084416,0.133
28,7,2,1024,371378176,0.189
28,7,4,3,15288,0.046
28,7,4,6,32340,0.044
28,7,4,8,44688,0.058
28,7,4,16,101920,0.054
28,7,4,32,254016,0.064
28,7,4,64,708736,0.068
28,7,4,128,2220288,0.068
28,7,4,256,7651840,0.079
28,7,4,512,28148736,0.098
28,7,4,1024,107677696,0.132
28,9,1,3,290304,0.057
28,9,1,6,601344,0.059
28,9,1,8,820224,0.061
28,9,1,16,1787904,0.061
28,9,1,32,4165632,0.063
28,9,1,64,10690560,0.09
28,9,1,128,30818304,0.124
28,9,1,256,99385344,0.181
28,9,1,512,349765632,0.315
28,9,1,1024,1303511040,0.573
28,9,2,3,78750,0.051
28,9,2,6,163125,0.058
28,9,2,8,222500,0.059
28,9,2,16,485000,0.058
28,9,2,32,1130000,0.067
28,9,2,64,2900000,0.068
28,9,2,128,8360000,0.088
28,9,2,256,26960000,0.126
28,9,2,512,94880000,0.175
28,9,2,1024,353600000,0.254
28,9,4,3,22963.5,0.047
28,9,4,6,47567.25,0.048
28,9,4,8,64881,0.052
28,9,4,16,141426,0.074
28,9,4,32,329508,0.076
28,9,4,64,845640,0.08
28,9,4,128,2437776,0.088
28,9,4,256,7861536,0.092
28,9,4,512,27667008,0.125
28,9,4,1024,103109760,0.192
27,1,1,3,17496,0.042
27,1,1,6,61236,0.053
27,1,1,8,104976,0.043
27,1,1,16,396576,0.044
27,1,1,32,1539648,0.07
27,1,1,64,6065280,0.053
27,1,1,128,24074496,0.056
27,1,1,256,95924736,0.074
27,1,1,512,382952448,0.141
27,1,1,1024,1530316800,0.132
27,1,2,3,4704,0.049
27,1,2,6,16464,0.046
27,1,2,8,28224,0.047
27,1,2,16,106624,0.045
27,1,2,32,413952,0.048
27,1,2,64,1630720,0.053
27,1,2,128,6472704,0.064
27,1,2,256,25790464,0.084
27,1,2,512,102961152,0.073
27,1,2,1024,411443200,0.075
27,1,4,3,1350,0.044
27,1,4,6,4725,0.047
27,1,4,8,8100,0.044
27,1,4,16,30600,0.045
27,1,4,32,118800,0.052
27,1,4,64,468000,0.053
27,1,4,128,1857600,0.063
27,1,4,256,7401600,0.066
27,1,4,512,29548800,0.069
27,1,4,1024,118080000,0.075
27,3,1,3,48672,0.045
27,3,1,6,121680,0.045
27,3,1,8,183872,0.045
27,3,1,16,540800,0.045
27,3,1,32,1773824,0.048
27,3,1,64,6316544,0.05
27,3,1,128,23708672,0.069
27,3,1,256,91719680,0.076
27,3,1,512,360648704,0.11
27,3,1,1024,1430134784,0.152
27,3,2,3,13122,0.051
27,3,2,6,32805,0.048
27,3,2,8,49572,0.05
27,3,2,16,145800,0.047
27,3,2,32,478224,0.047
27,3,2,64,1702944,0.052
27,3,2,128,6391872,0.067
27,3,2,256,24727680,0.073
27,3,2,512,97231104,0.077
27,3,2,1024,385565184,0.094
27,3,4,3,3784.5,0.048
27,3,4,6,9461.25,0.065
27,3,4,8,14297,0.048
27,3,4,16,42050,0.051
27,3,4,32,137924,0.045
27,3,4,64,491144,0.051
27,3,4,128,1843472,0.066
27,3,4,256,7131680,0.067
27,3,4,512,28042304,0.066
27,3,4,1024,111200384,0.073
27,5,1,3,105000,0.074
27,5,1,6,232500,0.045
27,5,1,8,330000,0.042
27,5,1,16,820000,0.044
27,5,1,32,2280000,0.05
27,5,1,64,7120000,0.063
27,5,1,128,24480000,0.087
27,5,1,256,89920000,0.107
27,5,1,512,343680000,0.17
27,5,1,1024,1342720000,0.281
27,5,2,3,28392,0.047
27,5,2,6,62868,0.045
27,5,2,8,89232,0.069
27,5,2,16,221728,0.051
27,5,2,32,616512,0.05
27,5,2,64,1925248,0.052
27,5,2,128,6619392,0.064
27,5,2,256,24314368,0.083
27,5,2,512,92931072,0.099
27,5,2,1024,363071488,0.137
27,5,4,3,8232,0.048
27,5,4,6,18228,0.043
27,5,4,8,25872,0.044
27,5,4,16,64288,0.049
27,5,4,32,178752,0.067
27,5,4,64,558208,0.062
27,5,4,128,1919232,0.061
27,5,4,256,7049728,0.065
27,5,4,512,26944512,0.079
27,5,4,1024,105269248,0.104
27,7,1,3,179712,0.052
27,7,1,6,380160,0.053
27,7,1,8,525312,0.063
27,7,1,16,1198080,0.055
27,7,1,32,2985984,0.055
27,7,1,64,8331264,0.076
27,7,1,128,26099712,0.101
27,7,1,256,89948160,0.143
27,7,1,512,330891264,0.238
27,7,1,1024,1265762304,0.414
27,7,2,3,48750,0.048
27,7,2,6,103125,0.05
27,7,2,8,142500,0.054
27,7,2,16,325000,0.053
27,7,2,32,810000,0.055
27,7,2,64,2260000,0.059
27,7,2,128,7080000,0.075
27,7,2,256,24400000,0.105
27,7,2,512,89760000,0.135
27,7,2,1024,343360000,0.19
27,7,4,3,14215.5,0.045
27,7,4,6,30071.25,0.047
27,7,4,8,41553,0.049
27,7,4,16,94770,0.055
27,7,4,32,236196,0.062
27,7,4,64,659016,0.066
27,7,4,128,2064528,0.078
27,7,4,256,7115040,0.077
27,7,4,512,26174016,0.097
27,7,4,1024,100123776,0.131
27,9,1,3,266616,0.059
27,9,1,6,552276,0.058
27,9,1,8,753296,0.057
27,9,1,16,1642016,0.07
27,9,1,32,3825728,0.061
27,9,1,64,9818240,0.094
27,9,1,128,28303616,0.122
27,9,1,256,91275776,0.179
27,9,1,512,321225728,0.31
27,9,1,1024,1197148160,0.548
27,9,2,3,72576,0.049
27,9,2,6,150336,0.077
27,9,2,8,205056,0.059
27,9,2,16,446976,0.06
27,9,2,32,1041408,0.065
27,9,2,64,2672640,0.068
27,9,2,128,7704576,0.088
27,9,2,256,24846336,0.133
27,9,2,512,87441408,0.174
27,9,2,1024,325877760,0.259
27,9,4,3,21294,0.047
27,9,4,6,44109,0.048
27,9,4,8,60164,0.051
27,9,4,16,131144,0.064
27,9,4,32,305552,0.074
27,9,4,64,784160,0.078
27,9,4,128,2260544,0.083
27,9,4,256,7289984,0.093
27,9,4,512,25655552,0.119
27,9,4,1024,95613440,0.184
14,1,1,3,4704,0.045
14,1,1,6,16464,0.045
14,1,1,8,28224,0.044
14,1,1,16,106624,0.041
14,1,1,32,413952,0.043
14,1,1,64,1630720,0.043
14,1,1,128,6472704,0.048
14,1,1,256,25790464,0.055
14,1,1,512,102961152,0.06
14,1,1,1024,411443200,0.074
14,1,2,3,1350,0.044
14,1,2,6,4725,0.044
14,1,2,8,8100,0.044
14,1,2,16,30600,0.045
14,1,2,32,118800,0.045
14,1,2,64,468000,0.066
14,1,2,128,1857600,0.052
14,1,2,256,7401600,0.058
14,1,2,512,29548800,0.063
14,1,2,1024,118080000,0.073
14,1,4,3,433.5,0.045
14,1,4,6,1517.25,0.043
14,1,4,8,2601,0.043
14,1,4,16,9826,0.044
14,1,4,32,38148,0.045
14,1,4,64,150280,0.045
14,1,4,128,596496,0.048
14,1,4,256,2376736,0.054
14,1,4,512,9488448,0.06
14,1,4,1024,37916800,0.065
14,3,1,3,12168,0.044
14,3,1,6,30420,0.045
14,3,1,8,45968,0.044
14,3,1,16,135200,0.044
14,3,1,32,443456,0.045
14,3,1,64,1579136,0.052
14,3,1,128,5927168,0.048
14,3,1,256,22929920,0.049
14,3,1,512,90162176,0.06
14,3,1,1024,357533696,0.074
14,3,2,3,3528,0.05
14,3,2,6,8820,0.061
14,3,2,8,13328,0.043
14,3,2,16,39200,0.045
14,3,2,32,128576,0.044
14,3,2,64,457856,0.043
14,3,2,128,1718528,0.055
14,3,2,256,6648320,0.055
14,3,2,512,26141696,0.059
14,3,2,1024,103663616,0.068
14,3,4,3,1152,0.043
14,3,4,6,2880,0.059
14,3,4,8,4352,0.045
14,3,4,16,12800,0.048
14,3,4,32,41984,0.045
14,3,4,64,149504,0.048
14,3,4,128,561152,0.049
14,3,4,256,2170880,0.051
14,3,4,512,8536064,0.06
14,3,4,1024,33849344,0.097
14,5,1,3,24192,0.044
14,5,1,6,53568,0.045
14,5,1,8,76032,0.046
14,5,1,16,188928,0.047
14,5,1,32,525312,0.045
14,5,1,64,1640448,0.047
14,5,1,128,5640192,0.056
14,5,1,256,20717568,0.072
14,5,1,512,79183872,0.082
14,5,1,1024,309362688,0.11
14,5,2,3,7098,0.043
14,5,2,6,15717,0.061
14,5,2,8,22308,0.044
14,5,2,16,55432,0.045
14,5,2,32,154128,0.049
14,5,2,64,481312,0.045
14,5,2,128,1654848,0.051
14,5,2,256,6078592,0.059
14,5,2,512,23232768,0.067
14,5,2,1024,90767872,0.086
14,5,4,3,2362.5,0.045
14,5,4,6,5231.25,0.056
14,5,4,8,7425,0.044
14,5,4,16,18450,0.048
14,5,4,32,51300,0.045
14,5,4,64,160200,0.049
14,5,4,128,550800,0.053
14,5,4,256,2023200,0.056
14,5,4,512,7732800,0.066
14,5,4,1024,30211200,0.065
14,7,1,3,37752,0.042
14,7,1,6,79860,0.05
14,7,1,8,110352,0.054
14,7,1,16,251680,0.051
14,7,1,32,627264,0.053
14,7,1,64,1750144,0.053
14,7,1,128,5482752,0.056
14,7,1,256,18895360,0.084
14,7,1,512,69510144,0.102
14,7,1,1024,265897984,0.145
14,7,2,3,11232,0.046
14,7,2,6,23760,0.05
14,7,2,8,32832,0.046
14,7,2,16,74880,0.053
14,7,2,32,186624,0.054
14,7,2,64,520704,0.055
14,7,2,128,1631232,0.056
14,7,2,256,5621760,0.069
14,7,2,512,20680704,0.074
14,7,2,1024,79110144,0.107
14,7,4,3,3822,0.055
14,7,4,6,8085,0.045
14,7,4,8,11172,0.057
14,7,4,16,25480,0.045
14,7,4,32,63504,0.048
14,7,4,64,177184,0.059
14,7,4,128,555072,0.065
14,7,4,256,1912960,0.068
14,7,4,512,7037184,0.072
14,7,4,1024,26919424,0.077
14,9,1,3,50400,0.049
14,9,1,6,104400,0.057
14,9,1,8,142400,0.076
14,9,1,16,310400,0.058
14,9,1,32,723200,0.066
14,9,1,64,1856000,0.069
14,9,1,128,5350400,0.061
14,9,1,256,17254400,0.093
14,9,1,512,60723200,0.121
14,9,1,1024,226304000,0.178
14,9,2,3,15246,0.043
14,9,2,6,31581,0.06
14,9,2,8,43076,0.047
14,9,2,16,93896,0.054
14,9,2,32,218768,0.06
14,9,2,64,561440,0.065
14,9,2,128,1618496,0.063
14,9,2,256,5219456,0.067
14,9,2,512,18368768,0.093
14,9,2,1024,68456960,0.134
14,9,4,3,5323.5,0.047
14,9,4,6,11027.25,0.047
14,9,4,8,15041,0.059
14,9,4,16,32786,0.047
14,9,4,32,76388,0.054
14,9,4,64,196040,0.072
14,9,4,128,565136,0.077
14,9,4,256,1822496,0.077
14,9,4,512,6413888,0.088
14,9,4,1024,23903360,0.09
13,1,1,3,4056,0.044
13,1,1,6,14196,0.045
13,1,1,8,24336,0.043
13,1,1,16,91936,0.047
13,1,1,32,356928,0.043
13,1,1,64,1406080,0.046
13,1,1,128,5581056,0.048
13,1,1,256,22237696,0.067
13,1,1,512,88777728,0.068
13,1,1,1024,354764800,0.071
13,1,2,3,1176,0.048
13,1,2,6,4116,0.043
13,1,2,8,7056,0.045
13,1,2,16,26656,0.041
13,1,2,32,103488,0.044
13,1,2,64,407680,0.043
13,1,2,128,1618176,0.045
13,1,2,256,6447616,0.052
13,1,2,512,25740288,0.069
13,1,2,1024,102860800,0.071
13,1,4,3,384,0.048
13,1,4,6,1344,0.045
13,1,4,8,2304,0.046
13,1,4,16,8704,0.045
13,1,4,32,33792,0.044
13,1,4,64,133120,0.043
13,1,4,128,528384,0.048
13,1,4,256,2105344,0.063
13,1,4,512,8404992,0.057
13,1,4,1024,33587200,0.062
13,3,1,3,10368,0.043
13,3,1,6,25920,0.042
13,3,1,8,39168,0.054
13,3,1,16,115200,0.061
13,3,1,32,377856,0.043
13,3,1,64,1345536,0.044
13,3,1,128,5050368,0.047
13,3,1,256,19537920,0.064
13,3,1,512,76824576,0.059
13,3,1,1024,304644096,0.072
13,3,2,3,3042,0.044
13,3,2,6,7605,0.044
13,3,2,8,11492,0.044
13,3,2,16,33800,0.045
13,3,2,32,110864,0.045
13,3,2,64,394784,0.045
13,3,2,128,1481792,0.048
13,3,2,256,5732480,0.051
13,3,2,512,22540544,0.062
13,3,2,1024,89383424,0.07
13,3,4,3,1012.5,0.046
13,3,4,6,2531.25,0.054
13,3,4,8,3825,0.043
13,3,4,16,11250,0.045
13,3,4,32,36900,0.044
13,3,4,64,131400,0.045
13,3,4,128,493200,0.048
13,3,4,256,1908000,0.05
13,3,4,512,7502400,0.063
13,3,4,1024,29750400,0.067
13,5,1,3,20328,0.045
13,5,1,6,45012,0.045
13,5,1,8,63888,0.045
13,5,1,16,158752,0.046
13,5,1,32,441408,0.046
13,5,1,64,1378432,0.046
13,5,1,128,4739328,0.048
13,5,1,256,17408512,0.062
13,5,1,512,66536448,0.08
13,5,1,1024,259950592,0.108
13,5,2,3,6048,0.056
13,5,2,6,13392,0.043
13,5,2,8,19008,0.044
13,5,2,16,47232,0.045
13,5,2,32,131328,0.047
13,5,2,64,410112,0.047
13,5,2,128,1410048,0.05
13,5,2,256,5179392,0.052
13,5,2,512,19795968,0.061
13,5,2,1024,77340672,0.078
13,5,4,3,2058,0.043
13,5,4,6,4557,0.044
13,5,4,8,6468,0.042
13,5,4,16,16072,0.044
13,5,4,32,44688,0.044
13,5,4,64,139552,0.046
13,5,4,128,479808,0.056
13,5,4,256,1762432,0.052
13,5,4,512,6736128,0.066
13,5,4,1024,26317312,0.074
13,7,1,3,31200,0.045
13,7,1,6,66000,0.05
13,7,1,8,91200,0.05
13,7,1,16,208000,0.052
13,7,1,32,518400,0.05
13,7,1,64,1446400,0.049
13,7,1,128,4531200,0.054
13,7,1,256,15616000,0.073
13,7,1,512,57446400,0.101
13,7,1,1024,219750400,0.141
13,7,2,3,9438,0.047
13,7,2,6,19965,0.044
13,7,2,8,27588,0.047
13,7,2,16,62920,0.048
13,7,2,32,156816,0.052
13,7,2,64,437536,0.052
13,7,2,128,1370688,0.055
13,7,2,256,4723840,0.059
13,7,2,512,17377536,0.072
13,7,2,1024,66474496,0.1
13,7,4,3,3295.5,0.049
13,7,4,6,6971.25,0.045
13,7,4,8,9633,0.045
13,7,4,16,21970,0.044
13,7,4,32,54756,0.046
13,7,4,64,152776,0.069
13,7,4,128,478608,0.058
13,7,4,256,1649440,0.065
13,7,4,512,6067776,0.067
13,7,4,1024,23211136,0.074
13,9,1,3,40824,0.044
13,9,1,6,84564,0.056
13,9,1,8,115344,0.057
13,9,1,16,251424,0.057
13,9,1,32,585792,0.059
13,9,1,64,1503360,0.06
13,9,1,128,4333824,0.062
13,9,1,256,13976064,0.087
13,9,1,512,49185792,0.12
13,9,1,1024,183306240,0.178
13,9,2,3,12600,0.047
13,9,2,6,26100,0.046
13,9,2,8,35600,0.059
13,9,2,16,77600,0.056
13,9,2,32,180800,0.06
13,9,2,64,464000,0.062
13,9,2,128,1337600,0.064
13,9,2,256,4313600,0.064
13,9,2,512,15180800,0.08
13,9,2,1024,56576000,0.122
13,9,4,3,4536,0.042
13,9,4,6,9396,0.047
13,9,4,8,12816,0.045
13,9,4,16,27936,0.048
13,9,4,32,65088,0.052
13,9,4,64,167040,0.067
13,9,4,128,481536,0.072
13,9,4,256,1552896,0.074
13,9,4,512,5465088,0.081
13,9,4,1024,20367360,0.085
8,1,1,3,1536,0.052
8,1,1,6,5376,0.044
8,1,1,8,9216,0.039
8,1,1,16,34816,0.042
8,1,1,32,135168,0.043
8,1,1,64,532480,0.044
8,1,1,128,2113536,0.045
8,1,1,256,8421376,0.047
8,1,1,512,33619968,0.047
8,1,1,1024,134348800,0.058
8,1,2,3,486,0.045
8,1,2,6,1701,0.042
8,1,2,8,2916,0.045
8,1,2,16,11016,0.043
8,1,2,32,42768,0.046
8,1,2,64,168480,0.057
8,1,2,128,668736,0.06
8,1,2,256,2664576,0.042
8,1,2,512,10637568,0.056
8,1,2,1024,42508800,0.057
8,1,4,3,181.5,0.047
8,1,4,6,635.25,0.047
8,1,4,8,1089,0.046
8,1,4,16,4114,0.064
8,1,4,32,15972,0.044
8,1,4,64,62920,0.043
8,1,4,128,249744,0.069
8,1,4,256,995104,0.044
8,1,4,512,3972672,0.047
8,1,4,1024,15875200,0.054
8,3,1,3,3528,0.043
8,3,1,6,8820,0.054
8,3,1,8,13328,0.043
8,3,1,16,39200,0.048
8,3,1,32,128576,0.044
8,3,1,64,457856,0.044
8,3,1,128,1718528,0.046
8,3,1,256,6648320,0.044
8,3,1,512,26141696,0.048
8,3,1,1024,103663616,0.058
8,3,2,3,1152,0.055
8,3,2,6,2880,0.046
8,3,2,8,4352,0.043
8,3,2,16,12800,0.043
8,3,2,32,41984,0.044
8,3,2,64,149504,0.045
8,3,2,128,561152,0.044
8,3,2,256,2170880,0.046
8,3,2,512,8536064,0.049
8,3,2,1024,33849344,0.053
8,3,4,3,450,0.045
8,3,4,6,1125,0.043
8,3,4,8,1700,0.042
8,3,4,16,5000,0.046
8,3,4,32,16400,0.044
8,3,4,64,58400,0.043
8,3,4,128,219200,0.044
8,3,4,256,848000,0.047
8,3,4,512,3334400,0.056
8,3,4,1024,13222400,0.054
8,5,1,3,6048,0.044
8,5,1,6,13392,0.043
8,5,1,8,19008,0.043
8,5,1,16,47232,0.05
8,5,1,32,131328,0.045
8,5,1,64,410112,0.046
8,5,1,128,1410048,0.044
8,5,1,256,5179392,0.046
8,5,1,512,19795968,0.053
8,5,1,1024,77340672,0.065
8,5,2,3,2058,0.043
8,5,2,6,4557,0.039
8,5,2,8,6468,0.042
8,5,2,16,16072,0.042
8,5,2,32,44688,0.057
8,5,2,64,139552,0.045
8,5,2,128,479808,0.044
8,5,2,256,1762432,0.052
8,5,2,512,6736128,0.051
8,5,2,1024,26317312,0.081
8,5,4,3,850.5,0.043
8,5,4,6,1883.25,0.044
8,5,4,8,2673,0.044
8,5,4,16,6642,0.045
8,5,4,32,18468,0.044
8,5,4,64,57672,0.045
8,5,4,128,198288,0.048
8,5,4,256,728352,0.06
8,5,4,512,2783808,0.065
8,5,4,1024,10876032,0.07
8,7,1,3,7800,0.045
8,7,1,6,16500,0.043
8,7,1,8,22800,0.045
8,7,1,16,52000,0.061
8,7,1,32,129600,0.05
8,7,1,64,361600,0.051
8,7,1,128,1132800,0.052
8,7,1,256,3904000,0.052
8,7,1,512,14361600,0.061
8,7,1,1024,54937600,0.079
8,7,2,3,2808,0.069
8,7,2,6,5940,0.046
8,7,2,8,8208,0.044
8,7,2,16,18720,0.045
8,7,2,32,46656,0.048
8,7,2,64,130176,0.052
8,7,2,128,407808,0.06
8,7,2,256,1405440,0.055
8,7,2,512,5170176,0.056
8,7,2,1024,19777536,0.065
8,7,4,3,1248,0.067
8,7,4,6,2640,0.046
8,7,4,8,3648,0.047
8,7,4,16,8320,0.046
8,7,4,32,20736,0.047
8,7,4,64,57856,0.051
8,7,4,128,181248,0.077
8,7,4,256,624640,0.09
8,7,4,512,2297856,0.092
8,7,4,1024,8790016,0.101
7,1,1,3,1176,0.054
7,1,1,6,4116,0.043
7,1,1,8,7056,0.043
7,1,1,16,26656,0.042
7,1,1,32,103488,0.044
7,1,1,64,407680,0.045
7,1,1,128,1618176,0.045
7,1,1,256,6447616,0.044
7,1,1,512,25740288,0.048
7,1,1,1024,102860800,0.058
7,1,2,3,384,0.044
7,1,2,6,1344,0.054
7,1,2,8,2304,0.04
7,1,2,16,8704,0.042
7,1,2,32,33792,0.044
7,1,2,64,133120,0.043
7,1,2,128,528384,0.043
7,1,2,256,2105344,0.045
7,1,2,512,8404992,0.046
7,1,2,1024,33587200,0.052
7,1,4,3,150,0.044
7,1,4,6,525,0.043
7,1,4,8,900,0.039
7,1,4,16,3400,0.043
7,1,4,32,13200,0.042
7,1,4,64,52000,0.043
7,1,4,128,206400,0.044
7,1,4,256,822400,0.046
7,1,4,512,3283200,0.046
7,1,4,1024,13120000,0.054
7,3,1,3,2592,0.043
7,3,1,6,6480,0.055
7,3,1,8,9792,0.044
7,3,1,16,28800,0.044
7,3,1,32,94464,0.043
7,3,1,64,336384,0.043
7,3,1,128,1262592,0.044
7,3,1,256,4884480,0.045
7,3,1,512,19206144,0.046
7,3,1,1024,76161024,0.056
7,3,2,3,882,0.045
7,3,2,6,2205,0.046
7,3,2,8,3332,0.051
7,3,2,16,9800,0.049
7,3,2,32,32144,0.047
7,3,2,64,114464,0.044
7,3,2,128,429632,0.044
7,3,2,256,1662080,0.045
7,3,2,512,6535424,0.047
7,3,2,1024,25915904,0.054
7,3,4,3,364.5,0.059
7,3,4,6,911.25,0.044
7,3,4,8,1377,0.041
7,3,4,16,4050,0.045
7,3,4,32,13284,0.051
7,3,4,64,47304,0.044
7,3,4,128,177552,0.046
7,3,4,256,686880,0.046
7,3,4,512,2700864,0.06
7,3,4,1024,10710144,0.056
7,5,1,3,4200,0.042
7,5,1,6,9300,0.049
7,5,1,8,13200,0.045
7,5,1,16,32800,0.046
7,5,1,32,91200,0.044
7,5,1,64,284800,0.044
7,5,1,128,979200,0.047
7,5,1,256,3596800,0.046
7,5,1,512,13747200,0.048
7,5,1,1024,53708800,0.068
7,5,2,3,1512,0.044
7,5,2,6,3348,0.044
7,5,2,8,4752,0.043
7,5,2,16,11808,0.045
7,5,2,32,32832,0.047
7,5,2,64,102528,0.045
7,5,2,128,352512,0.047
7,5,2,256,1294848,0.046
7,5,2,512,4948992,0.049
7,5,2,1024,19335168,0.069
7,5,4,3,672,0.045
7,5,4,6,1488,0.044
7,5,4,8,2112,0.043
7,5,4,16,5248,0.045
7,5,4,32,14592,0.042
7,5,4,64,45568,0.044
7,5,4,128,156672,0.045
7,5,4,256,575488,0.053
7,5,4,512,2199552,0.056
7,5,4,1024,8593408,0.073
7,7,1,3,4992,0.043
7,7,1,6,10560,0.043
7,7,1,8,14592,0.043
7,7,1,16,33280,0.049
7,7,1,32,82944,0.05
7,7,1,64,231424,0.049
7,7,1,128,724992,0.05
7,7,1,256,2498560,0.053
7,7,1,512,9191424,0.054
7,7,1,1024,35160064,0.079
7,7,2,3,1950,0.041
7,7,2,6,4125,0.044
7,7,2,8,5700,0.045
7,7,2,16,13000,0.045
7,7,2,32,32400,0.048
7,7,2,64,90400,0.05
7,7,2,128,283200,0.052
7,7,2,256,976000,0.05
7,7,2,512,3590400,0.06
7,7,2,1024,13734400,0.057
7,7,4,3,955.5,0.044
7,7,4,6,2021.25,0.046
7,7,4,8,2793,0.047
7,7,4,16,6370,0.048
7,7,4,32,15876,0.047
7,7,4,64,44296,0.049
7,7,4,128,138768,0.052
7,7,4,256,478240,0.072
7,7,4,512,1759296,0.077
7,7,4,1024,6729856,0.079
1,1,1,3,24,0.044
1,1,1,6,84,0.044
1,1,1,8,144,0.042
1,1,1,16,544,0.043
1,1,1,32,2112,0.043
1,1,1,64,8320,0.043
1,1,1,128,33024,0.044
1,1,1,256,131584,0.044
1,1,1,512,525312,0.043
1,1,1,1024,2099200,0.051
