in_features,out_features,FLOPs,latency
6160,4210,51862990,0.443
6160,4360,53710840,0.465
6160,4510,55558690,0.481
6160,4660,57406540,0.488
6160,4810,59254390,0.498
6160,4960,61102240,0.518
6160,5110,62950090,0.529
6160,5260,64797940,0.542
6160,5410,66645790,0.562
6160,5560,68493640,0.57
6160,5710,70341490,0.584
6160,5860,72189340,0.605
6160,6010,74037190,0.615
6160,6160,75885040,0.629
6160,6310,77732890,0.641
6160,6460,79580740,0.657
6160,6610,81428590,0.672
6160,6760,83276440,0.686
6160,6910,85124290,0.708
6160,7060,86972140,0.715
6160,7210,88819990,0.732
6160,7360,90667840,0.74
6160,7510,92515690,0.76
6160,7660,94363540,0.767
6160,7810,96211390,0.781
6160,7960,98059240,0.795
6160,8110,99907090,0.807
6310,10,126190,0.054
6310,160,2019040,0.074
6310,310,3911890,0.07
6310,460,5804740,0.084
6310,610,7697590,0.1
6310,760,9590440,0.114
6310,910,11483290,0.13
6310,1060,13376140,0.144
6310,1210,15268990,0.158
6310,1360,17161840,0.175
6310,1510,19054690,0.188
6310,1660,20947540,0.211
6310,1810,22840390,0.229
6310,1960,24733240,0.236
6310,2110,26626090,0.255
6310,2260,28518940,0.278
6310,2410,30411790,0.279
6310,2560,32304640,0.297
6310,2710,34197490,0.312
6310,2860,36090340,0.331
6310,3010,37983190,0.339
6310,3160,39876040,0.353
6310,3310,41768890,0.368
6310,3460,43661740,0.383
6310,3610,45554590,0.396
6310,3760,47447440,0.416
6310,3910,49340290,0.439
6310,4060,51233140,0.441
6310,4210,53125990,0.458
6310,4360,55018840,0.469
6310,4510,56911690,0.489
6310,4660,58804540,0.499
6310,4810,60697390,0.515
6310,4960,62590240,0.531
6310,5110,64483090,0.544
6310,5260,66375940,0.56
6310,5410,68268790,0.57
6310,5560,70161640,0.586
6310,5710,72054490,0.609
6310,5860,73947340,0.625
6310,6010,75840190,0.629
6310,6160,77733040,0.644
6310,6310,79625890,0.659
6310,6460,81518740,0.676
6310,6610,83411590,0.689
6310,6760,85304440,0.702
6310,6910,87197290,0.72
6310,7060,89090140,0.733
6310,7210,90982990,0.748
6310,7360,92875840,0.758
6310,7510,94768690,0.771
6310,7660,96661540,0.785
6310,7810,98554390,0.802
6310,7960,100447240,0.816
6310,8110,102340090,0.827
6460,10,129190,0.055
6460,160,2067040,0.074
6460,310,4004890,0.069
6460,460,5942740,0.084
6460,610,7880590,0.108
6460,760,9818440,0.117
6460,910,11756290,0.133
6460,1060,13694140,0.146
6460,1210,15631990,0.161
6460,1360,17569840,0.176
6460,1510,19507690,0.199
6460,1660,21445540,0.223
6460,1810,23383390,0.224
6460,1960,25321240,0.241
6460,2110,27259090,0.256
6460,2260,29196940,0.271
6460,2410,31134790,0.29
6460,2560,33072640,0.3
6460,2710,35010490,0.317
6460,2860,36948340,0.331
6460,3010,38886190,0.345
6460,3160,40824040,0.364
6460,3310,42761890,0.376
6460,3460,44699740,0.396
6460,3610,46637590,0.424
6460,3760,48575440,0.422
6460,3910,50513290,0.438
6460,4060,52451140,0.457
6460,4210,54388990,0.473
6460,4360,56326840,0.486
6460,4510,58264690,0.499
6460,4660,60202540,0.509
6460,4810,62140390,0.526
6460,4960,64078240,0.54
6460,5110,66016090,0.555
6460,5260,67953940,0.57
6460,5410,69891790,0.584
6460,5560,71829640,0.603
6460,5710,73767490,0.616
6460,5860,75705340,0.629
6460,6010,77643190,0.645
6460,6160,79581040,0.659
6460,6310,81518890,0.68
6460,6460,83456740,0.688
6460,6610,85394590,0.704
6460,6760,87332440,0.719
6460,6910,89270290,0.733
6460,7060,91208140,0.749
6460,7210,93145990,0.762
6460,7360,95083840,0.778
6460,7510,97021690,0.793
6460,7660,98959540,0.806
6460,7810,100897390,0.817
6460,7960,102835240,0.836
6460,8110,104773090,0.852
6610,10,132190,0.058
6610,160,2115040,0.07
6610,310,4097890,0.074
6610,460,6080740,0.088
6610,610,8063590,0.114
6610,760,10046440,0.123
6610,910,12029290,0.139
6610,1060,14012140,0.163
6610,1210,15994990,0.17
6610,1360,17977840,0.185
6610,1510,19960690,0.201
6610,1660,21943540,0.219
6610,1810,23926390,0.239
6610,1960,25909240,0.246
6610,2110,27892090,0.265
6610,2260,29874940,0.28
6610,2410,31857790,0.294
6610,2560,33840640,0.308
6610,2710,35823490,0.323
6610,2860,37806340,0.339
6610,3010,39789190,0.356
6610,3160,41772040,0.374
6610,3310,43754890,0.39
6610,3460,45737740,0.405
6610,3610,47720590,0.418
6610,3760,49703440,0.43
6610,3910,51686290,0.444
6610,4060,53669140,0.466
6610,4210,55651990,0.474
6610,4360,57634840,0.489
6610,4510,59617690,0.51
6610,4660,61600540,0.52
6610,4810,63583390,0.537
6610,4960,65566240,0.551
6610,5110,67549090,0.567
6610,5260,69531940,0.59
6610,5410,71514790,0.596
6610,5560,73497640,0.613
6610,5710,75480490,0.633
6610,5860,77463340,0.643
6610,6010,79446190,0.658
6610,6160,81429040,0.676
6610,6310,83411890,0.689
6610,6460,85394740,0.705
6610,6610,87377590,0.72
6610,6760,89360440,0.733
6610,6910,91343290,0.75
6610,7060,93326140,0.764
6610,7210,95308990,0.78
6610,7360,97291840,0.794
6610,7510,99274690,0.811
6610,7660,101257540,0.821
6610,7810,103240390,0.834
6610,7960,105223240,0.853
6610,8110,107206090,0.863
6760,10,135190,0.055
6760,160,2163040,0.049
6760,310,4190890,0.069
6760,460,6218740,0.085
6760,610,8246590,0.1
6760,760,10274440,0.116
6760,910,12302290,0.136
6760,1060,14330140,0.156
6760,1210,16357990,0.172
6760,1360,18385840,0.186
6760,1510,20413690,0.207
6760,1660,22441540,0.222
6760,1810,24469390,0.24
6760,1960,26497240,0.301
6760,2110,28525090,0.267
6760,2260,30552940,0.282
6760,2410,32580790,0.307
6760,2560,34608640,0.32
6760,2710,36636490,0.327
6760,2860,38664340,0.353
6760,3010,40692190,0.359
6760,3160,42720040,0.375
6760,3310,44747890,0.393
6760,3460,46775740,0.414
6760,3610,48803590,0.423
6760,3760,50831440,0.442
6760,3910,52859290,0.467
6760,4060,54887140,0.47
6760,4210,56914990,0.491
6760,4360,58942840,0.5
6760,4510,60970690,0.516
6760,4660,62998540,0.532
6760,4810,65026390,0.546
6760,4960,67054240,0.574
6760,5110,69082090,0.581
6760,5260,71109940,0.592
6760,5410,73137790,0.612
6760,5560,75165640,0.627
6760,5710,77193490,0.64
6760,5860,79221340,0.659
6760,6010,81249190,0.671
6760,6160,83277040,0.693
6760,6310,85304890,0.706
6760,6460,87332740,0.72
6760,6610,89360590,0.739
6760,6760,91388440,0.751
6760,6910,93416290,0.765
6760,7060,95444140,0.785
6760,7210,97471990,0.797
6760,7360,99499840,0.809
6760,7510,101527690,0.833
6760,7660,103555540,0.844
6760,7810,105583390,0.857
6760,7960,107611240,0.876
6760,8110,109639090,0.881
6910,10,138190,0.055
6910,160,2211040,0.054
6910,310,4283890,0.072
6910,460,6356740,0.089
6910,610,8429590,0.102
6910,760,10502440,0.12
6910,910,12575290,0.145
6910,1060,14648140,0.153
6910,1210,16720990,0.186
6910,1360,18793840,0.191
6910,1510,20866690,0.212
6910,1660,22939540,0.225
6910,1810,25012390,0.241
6910,1960,27085240,0.257
6910,2110,29158090,0.281
6910,2260,31230940,0.289
6910,2410,33303790,0.309
6910,2560,35376640,0.324
6910,2710,37449490,0.344
6910,2860,39522340,0.35
6910,3010,41595190,0.37
6910,3160,43668040,0.385
6910,3310,45740890,0.411
6910,3460,47813740,0.427
6910,3610,49886590,0.435
6910,3760,51959440,0.455
6910,3910,54032290,0.473
6910,4060,56105140,0.483
6910,4210,58177990,0.505
6910,4360,60250840,0.516
6910,4510,62323690,0.541
6910,4660,64396540,0.548
6910,4810,66469390,0.562
6910,4960,68542240,0.577
6910,5110,70615090,0.595
6910,5260,72687940,0.62
6910,5410,74760790,0.632
6910,5560,76833640,0.652
6910,5710,78906490,0.662
6910,5860,80979340,0.681
6910,6010,83052190,0.696
6910,6160,85125040,0.714
6910,6310,87197890,0.726
6910,6460,89270740,0.743
6910,6610,91343590,0.755
6910,6760,93416440,0.788
6910,6910,95489290,0.789
6910,7060,97562140,0.804
6910,7210,99634990,0.818
6910,7360,101707840,0.833
6910,7510,103780690,0.848
6910,7660,105853540,0.866
6910,7810,107926390,0.877
6910,7960,109999240,0.89
6910,8110,112072090,0.907
7060,10,141190,0.055
7060,160,2259040,0.052
7060,310,4376890,0.07
7060,460,6494740,0.086
7060,610,8612590,0.104
7060,760,10730440,0.121
7060,910,12848290,0.136
7060,1060,14966140,0.155
7060,1210,17083990,0.179
7060,1360,19201840,0.187
7060,1510,21319690,0.212
7060,1660,23437540,0.229
7060,1810,25555390,0.242
7060,1960,27673240,0.261
7060,2110,29791090,0.278
7060,2260,31908940,0.296
7060,2410,34026790,0.308
7060,2560,36144640,0.33
7060,2710,38262490,0.341
7060,2860,40380340,0.361
7060,3010,42498190,0.373
7060,3160,44616040,0.394
7060,3310,46733890,0.41
7060,3460,48851740,0.421
7060,3610,50969590,0.442
7060,3760,53087440,0.455
7060,3910,55205290,0.477
7060,4060,57323140,0.488
7060,4210,59440990,0.505
7060,4360,61558840,0.527
7060,4510,63676690,0.542
7060,4660,65794540,0.557
7060,4810,67912390,0.572
7060,4960,70030240,0.586
7060,5110,72148090,0.602
7060,5260,74265940,0.619
7060,5410,76383790,0.639
7060,5560,78501640,0.652
7060,5710,80619490,0.667
7060,5860,82737340,0.683
7060,6010,84855190,0.703
7060,6160,86973040,0.716
7060,6310,89090890,0.736
7060,6460,91208740,0.749
7060,6610,93326590,0.773
7060,6760,95444440,0.781
7060,6910,97562290,0.796
7060,7060,99680140,0.81
7060,7210,101797990,0.827
7060,7360,103915840,0.85
7060,7510,106033690,0.862
7060,7660,108151540,0.875
7060,7810,110269390,0.891
7060,7960,112387240,0.905
7060,8110,114505090,0.918
7210,10,144190,0.058
7210,160,2307040,0.054
7210,310,4469890,0.073
7210,460,6632740,0.088
7210,610,8795590,0.107
7210,760,10958440,0.123
7210,910,13121290,0.154
7210,1060,15284140,0.163
7210,1210,17446990,0.18
7210,1360,19609840,0.206
7210,1510,21772690,0.232
7210,1660,23935540,0.235
7210,1810,26098390,0.246
7210,1960,28261240,0.269
7210,2110,30424090,0.29
7210,2260,32586940,0.296
7210,2410,34749790,0.314
7210,2560,36912640,0.331
7210,2710,39075490,0.345
7210,2860,41238340,0.365
7210,3010,43401190,0.39
7210,3160,45564040,0.398
7210,3310,47726890,0.414
7210,3460,49889740,0.434
7210,3610,52052590,0.446
7210,3760,54215440,0.461
7210,3910,56378290,0.482
7210,4060,58541140,0.5
7210,4210,60703990,0.512
7210,4360,62866840,0.53
7210,4510,65029690,0.545
7210,4660,67192540,0.563
7210,4810,69355390,0.579
7210,4960,71518240,0.602
7210,5110,73681090,0.613
7210,5260,75843940,0.63
7210,5410,78006790,0.646
7210,5560,80169640,0.663
7210,5710,82332490,0.682
7210,5860,84495340,0.702
7210,6010,86658190,0.712
7210,6160,88821040,0.736
7210,6310,90983890,0.744
7210,6460,93146740,0.765
7210,6610,95309590,0.781
7210,6760,97472440,0.795
7210,6910,99635290,0.808
7210,7060,101798140,0.827
7210,7210,103960990,0.842
7210,7360,106123840,0.865
7210,7510,108286690,0.876
7210,7660,110449540,0.893
7210,7810,112612390,0.915
7210,7960,114775240,0.93
7210,8110,116938090,0.944
7360,10,147190,0.059
7360,160,2355040,0.061
7360,310,4562890,0.072
7360,460,6770740,0.093
7360,610,8978590,0.107
7360,760,11186440,0.125
7360,910,13394290,0.154
7360,1060,15602140,0.158
7360,1210,17809990,0.176
7360,1360,20017840,0.198
7360,1510,22225690,0.214
7360,1660,24433540,0.241
7360,1810,26641390,0.249
7360,1960,28849240,0.265
7360,2110,31057090,0.283
7360,2260,33264940,0.298
7360,2410,35472790,0.319
7360,2560,37680640,0.329
7360,2710,39888490,0.351
7360,2860,42096340,0.373
7360,3010,44304190,0.382
7360,3160,46512040,0.4
7360,3310,48719890,0.416
7360,3460,50927740,0.429
7360,3610,53135590,0.444
7360,3760,55343440,0.462
7360,3910,57551290,0.479
7360,4060,59759140,0.496
7360,4210,61966990,0.512
7360,4360,64174840,0.529
7360,4510,66382690,0.545
7360,4660,68590540,0.56
7360,4810,70798390,0.577
7360,4960,73006240,0.597
7360,5110,75214090,0.614
7360,5260,77421940,0.631
7360,5410,79629790,0.644
7360,5560,81837640,0.661
7360,5710,84045490,0.677
7360,5860,86253340,0.693
7360,6010,88461190,0.713
7360,6160,90669040,0.726
7360,6310,92876890,0.742
7360,6460,95084740,0.759
7360,6610,97292590,0.774
7360,6760,99500440,0.791
7360,6910,101708290,0.805
7360,7060,103916140,0.819
7360,7210,106123990,0.84
7360,7360,108331840,0.856
7360,7510,110539690,0.87
7360,7660,112747540,0.894
7360,7810,114955390,0.905
7360,7960,117163240,0.923
7360,8110,119371090,0.937
7510,10,150190,0.062
7510,160,2403040,0.077
7510,310,4655890,0.074
7510,460,6908740,0.089
7510,610,9161590,0.108
7510,760,11414440,0.126
7510,910,13667290,0.145
7510,1060,15920140,0.164
7510,1210,18172990,0.178
7510,1360,20425840,0.203
7510,1510,22678690,0.226
7510,1660,24931540,0.242
7510,1810,27184390,0.259
7510,1960,29437240,0.275
7510,2110,31690090,0.292
7510,2260,33942940,0.311
7510,2410,36195790,0.332
7510,2560,38448640,0.354
7510,2710,40701490,0.367
7510,2860,42954340,0.382
7510,3010,45207190,0.395
7510,3160,47460040,0.421
7510,3310,49712890,0.436
7510,3460,51965740,0.448
7510,3610,54218590,0.465
7510,3760,56471440,0.482
7510,3910,58724290,0.507
7510,4060,60977140,0.517
7510,4210,63229990,0.536
7510,4360,65482840,0.553
7510,4510,67735690,0.571
7510,4660,69988540,0.593
7510,4810,72241390,0.603
7510,4960,74494240,0.625
7510,5110,76747090,0.638
7510,5260,78999940,0.669
7510,5410,81252790,0.678
7510,5560,83505640,0.691
7510,5710,85758490,0.707
7510,5860,88011340,0.733
7510,6010,90264190,0.742
7510,6160,92517040,0.763
7510,6310,94769890,0.775
7510,6460,97022740,0.793
7510,6610,99275590,0.807
7510,6760,101528440,0.824
7510,6910,103781290,0.841
7510,7060,106034140,0.858
7510,7210,108286990,0.874
7510,7360,110539840,0.887
7510,7510,112792690,0.906
7510,7660,115045540,0.923
7510,7810,117298390,0.939
7510,7960,119551240,0.959
7510,8110,121804090,0.974
7660,10,153190,0.06
7660,160,2451040,0.058
7660,310,4748890,0.074
7660,460,7046740,0.096
7660,610,9344590,0.125
7660,760,11642440,0.133
7660,910,13940290,0.151
7660,1060,16238140,0.17
7660,1210,18535990,0.191
7660,1360,20833840,0.21
7660,1510,23131690,0.233
7660,1660,25429540,0.248
7660,1810,27727390,0.263
7660,1960,30025240,0.287
7660,2110,32323090,0.315
7660,2260,34620940,0.318
7660,2410,36918790,0.337
7660,2560,39216640,0.36
7660,2710,41514490,0.372
7660,2860,43812340,0.388
7660,3010,46110190,0.416
7660,3160,48408040,0.431
7660,3310,50705890,0.451
7660,3460,53003740,0.462
7660,3610,55301590,0.478
7660,3760,57599440,0.506
7660,3910,59897290,0.527
7660,4060,62195140,0.534
7660,4210,64492990,0.577
7660,4360,66790840,0.583
7660,4510,69088690,0.602
7660,4660,71386540,0.629
7660,4810,73684390,0.624
7660,4960,75982240,0.64
7660,5110,78280090,0.658
7660,5260,80577940,0.676
7660,5410,82875790,0.695
7660,5560,85173640,0.711
7660,5710,87471490,0.728
7660,5860,89769340,0.746
7660,6010,92067190,0.765
7660,6160,94365040,0.782
7660,6310,96662890,0.798
7660,6460,98960740,0.815
7660,6610,101258590,0.838
7660,6760,103556440,0.855
7660,6910,105854290,0.868
7660,7060,108152140,0.893
7660,7210,110449990,0.906
7660,7360,112747840,0.925
7660,7510,115045690,0.943
7660,7660,117343540,0.952
7660,7810,119641390,0.973
7660,7960,121939240,0.999
7660,8110,124237090,1.004
7810,10,156190,0.065
7810,160,2499040,0.055
7810,310,4841890,0.073
7810,460,7184740,0.092
7810,610,9527590,0.119
7810,760,11870440,0.131
7810,910,14213290,0.151
7810,1060,16556140,0.184
7810,1210,18898990,0.196
7810,1360,21241840,0.21
7810,1510,23584690,0.228
7810,1660,25927540,0.247
7810,1810,28270390,0.264
7810,1960,30613240,0.282
7810,2110,32956090,0.3
7810,2260,35298940,0.323
7810,2410,37641790,0.337
7810,2560,39984640,0.357
7810,2710,42327490,0.37
7810,2860,44670340,0.39
7810,3010,47013190,0.407
7810,3160,49356040,0.461
7810,3310,51698890,0.443
7810,3460,54041740,0.463
7810,3610,56384590,0.48
7810,3760,58727440,0.497
7810,3910,61070290,0.516
7810,4060,63413140,0.539
7810,4210,65755990,0.553
7810,4360,68098840,0.585
7810,4510,70441690,0.59
7810,4660,72784540,0.606
7810,4810,75127390,0.629
7810,4960,77470240,0.642
7810,5110,79813090,0.66
7810,5260,82155940,0.681
7810,5410,84498790,0.697
7810,5560,86841640,0.725
7810,5710,89184490,0.733
7810,5860,91527340,0.75
7810,6010,93870190,0.767
7810,6160,96213040,0.785
7810,6310,98555890,0.803
7810,6460,100898740,0.821
7810,6610,103241590,0.84
7810,6760,105584440,0.856
7810,6910,107927290,0.881
7810,7060,110270140,0.887
7810,7210,112612990,0.906
7810,7360,114955840,0.926
7810,7510,117298690,0.948
7810,7660,119641540,0.968
7810,7810,121984390,0.986
7810,7960,124327240,0.999
7810,8110,126670090,1.011
7960,10,159190,0.059
7960,160,2547040,0.056
7960,310,4934890,0.073
7960,460,7322740,0.093
7960,610,9710590,0.116
7960,760,12098440,0.131
7960,910,14486290,0.151
7960,1060,16874140,0.167
7960,1210,19261990,0.186
7960,1360,21649840,0.212
7960,1510,24037690,0.241
7960,1660,26425540,0.251
7960,1810,28813390,0.284
7960,1960,31201240,0.288
7960,2110,33589090,0.307
7960,2260,35976940,0.329
7960,2410,38364790,0.344
7960,2560,40752640,0.368
7960,2710,43140490,0.386
7960,2860,45528340,0.397
7960,3010,47916190,0.416
7960,3160,50304040,0.439
7960,3310,52691890,0.452
7960,3460,55079740,0.477
7960,3610,57467590,0.493
7960,3760,59855440,0.51
7960,3910,62243290,0.527
7960,4060,64631140,0.546
7960,4210,67018990,0.566
7960,4360,69406840,0.585
7960,4510,71794690,0.6
7960,4660,74182540,0.619
7960,4810,76570390,0.641
7960,4960,78958240,0.659
7960,5110,81346090,0.676
7960,5260,83733940,0.691
7960,5410,86121790,0.71
7960,5560,88509640,0.73
7960,5710,90897490,0.745
7960,5860,93285340,0.764
7960,6010,95673190,0.784
7960,6160,98061040,0.8
7960,6310,100448890,0.826
7960,6460,102836740,0.837
7960,6610,105224590,0.852
7960,6760,107612440,0.875
7960,6910,110000290,0.885
7960,7060,112388140,0.916
7960,7210,114775990,0.93
7960,7360,117163840,0.953
7960,7510,119551690,0.968
7960,7660,121939540,0.988
7960,7810,124327390,1.005
7960,7960,126715240,1.016
7960,8110,129103090,1.031
8110,10,162190,0.06
8110,160,2595040,0.082
8110,310,5027890,0.075
8110,460,7460740,0.095
8110,610,9893590,0.114
8110,760,12326440,0.134
8110,910,14759290,0.152
8110,1060,17192140,0.181
8110,1210,19624990,0.189
8110,1360,22057840,0.23
8110,1510,24490690,0.236
8110,1660,26923540,0.259
8110,1810,29356390,0.273
8110,1960,31789240,0.294
8110,2110,34222090,0.317
8110,2260,36654940,0.338
8110,2410,39087790,0.351
8110,2560,41520640,0.375
8110,2710,43953490,0.392
8110,2860,46386340,0.41
8110,3010,48819190,0.424
8110,3160,51252040,0.443
8110,3310,53684890,0.461
8110,3460,56117740,0.485
8110,3610,58550590,0.501
8110,3760,60983440,0.518
8110,3910,63416290,0.535
8110,4060,65849140,0.555
8110,4210,68281990,0.573
8110,4360,70714840,0.593
8110,4510,73147690,0.61
8110,4660,75580540,0.633
8110,4810,78013390,0.647
8110,4960,80446240,0.69
8110,5110,82879090,0.686
8110,5260,85311940,0.707
8110,5410,87744790,0.724
8110,5560,90177640,0.746
8110,5710,92610490,0.76
8110,5860,95043340,0.785
8110,6010,97476190,0.798
8110,6160,99909040,0.822
8110,6310,102341890,0.835
8110,6460,104774740,0.848
8110,6610,107207590,0.864
8110,6760,109640440,0.882
8110,6910,112073290,0.902
8110,7060,114506140,0.918
8110,7210,116938990,0.939
8110,7360,119371840,0.958
8110,7510,121804690,0.977
8110,7660,124237540,0.993
8110,7810,126670390,1.024
8110,7960,129103240,1.034
8110,8110,131536090,1.048
