HW,output,Cin,latency
32,8,33,0.05
32,8,63,0.062
32,8,93,0.068
32,8,123,0.084
32,8,153,0.115
32,8,183,0.127
32,8,213,0.127
32,8,243,0.143
32,8,273,0.14
32,8,303,0.175
32,8,333,0.141
32,8,363,0.155
32,8,393,0.211
32,8,423,0.19
32,8,453,0.205
32,8,483,0.174
32,8,513,0.19
32,8,543,0.2
32,8,573,0.227
32,8,603,0.239
32,8,633,0.241
32,8,663,0.236
32,8,693,0.234
32,8,723,0.278
32,8,753,0.275
32,8,783,0.239
32,8,813,0.233
32,8,843,0.253
32,8,873,0.234
32,8,903,0.242
32,8,933,0.309
32,8,963,0.272
32,8,993,0.296
32,8,1023,0.337
32,7,3,0.034
32,7,33,0.048
32,7,63,0.063
32,7,93,0.082
32,7,123,0.082
32,7,153,0.09
32,7,183,0.126
32,7,213,0.139
32,7,243,0.136
32,7,273,0.136
32,7,303,0.14
32,7,333,0.147
32,7,363,0.148
32,7,393,0.183
32,7,423,0.2
32,7,453,0.184
32,7,483,0.228
32,7,513,0.217
32,7,543,0.206
32,7,573,0.244
32,7,603,0.253
32,7,633,0.257
32,7,663,0.279
32,7,693,0.256
32,7,723,0.291
32,7,753,0.309
32,7,783,0.3
32,7,813,0.271
32,7,843,0.3
32,7,873,0.318
32,7,903,0.351
32,7,933,0.316
32,7,963,0.348
32,7,993,0.358
32,7,1023,0.361
32,6,3,0.039
32,6,33,0.049
32,6,63,0.067
32,6,93,0.069
32,6,123,0.084
32,6,153,0.084
32,6,183,0.088
32,6,213,0.092
32,6,243,0.138
32,6,273,0.145
32,6,303,0.15
32,6,333,0.168
32,6,363,0.165
32,6,393,0.172
32,6,423,0.198
32,6,453,0.182
32,6,483,0.193
32,6,513,0.231
32,6,543,0.218
32,6,573,0.213
32,6,603,0.211
32,6,633,0.253
32,6,663,0.251
32,6,693,0.252
32,6,723,0.276
32,6,753,0.279
32,6,783,0.329
32,6,813,0.271
32,6,843,0.254
32,6,873,0.252
32,6,903,0.324
32,6,933,0.306
32,6,963,0.332
32,6,993,0.335
32,6,1023,0.349
32,1,3,0.006
32,1,33,0.048
32,1,63,0.055
32,1,93,0.059
32,1,123,0.058
32,1,153,0.059
32,1,183,0.06
32,1,213,0.064
32,1,243,0.061
32,1,273,0.066
32,1,303,0.065
32,1,333,0.068
32,1,363,0.069
32,1,393,0.078
32,1,423,0.075
32,1,453,0.085
32,1,483,0.089
32,1,513,0.104
32,1,543,0.102
32,1,573,0.107
32,1,603,0.104
32,1,633,0.095
32,1,663,0.095
32,1,693,0.098
32,1,723,0.102
32,1,753,0.101
32,1,783,0.103
32,1,813,0.105
32,1,843,0.109
32,1,873,0.109
32,1,903,0.109
32,1,933,0.114
32,1,963,0.115
32,1,993,0.118
32,1,1023,0.117
28,28,3,0.04
28,28,33,0.072
28,28,63,0.106
28,28,93,0.123
28,28,123,0.133
28,28,153,0.146
28,28,183,0.137
28,28,213,0.155
28,28,243,0.183
28,28,273,0.205
28,28,303,0.204
28,28,333,0.237
28,28,363,0.225
28,28,393,0.237
28,28,423,0.263
28,28,453,0.269
28,28,483,0.273
28,28,513,0.34
28,28,543,0.371
28,28,573,0.369
28,28,603,0.382
28,28,633,0.401
28,28,663,0.424
28,28,693,0.433
28,28,723,0.432
28,28,753,0.462
28,28,783,0.475
28,28,813,0.482
28,28,843,0.496
28,28,873,0.487
28,28,903,0.525
28,28,933,0.537
28,28,963,0.548
28,28,993,0.557
28,28,1023,0.578
28,27,3,0.037
28,27,33,0.085
28,27,63,0.095
28,27,93,0.146
28,27,123,0.12
28,27,153,0.139
28,27,183,0.152
28,27,213,0.172
28,27,243,0.184
28,27,273,0.2
28,27,303,0.219
28,27,333,0.229
28,27,363,0.234
28,27,393,0.287
28,27,423,0.29
28,27,453,0.3
28,27,483,0.324
28,27,513,0.338
28,27,543,0.367
28,27,573,0.391
28,27,603,0.411
28,27,633,0.431
28,27,663,0.451
28,27,693,0.47
28,27,723,0.49
28,27,753,0.485
28,27,783,0.519
28,27,813,0.525
28,27,843,0.537
28,27,873,0.565
28,27,903,0.576
28,27,933,0.594
28,27,963,0.606
28,27,993,0.642
28,27,1023,0.658
28,14,3,0.034
28,14,33,0.045
28,14,63,0.071
28,14,93,0.098
28,14,123,0.102
28,14,153,0.123
28,14,183,0.099
28,14,213,0.106
28,14,243,0.121
28,14,273,0.142
28,14,303,0.139
28,14,333,0.139
28,14,363,0.16
28,14,393,0.144
28,14,423,0.155
28,14,453,0.17
28,14,483,0.149
28,14,513,0.183
28,14,543,0.172
28,14,573,0.16
28,14,603,0.176
28,14,633,0.185
28,14,663,0.204
28,14,693,0.193
28,14,723,0.191
28,14,753,0.196
28,14,783,0.239
28,14,813,0.218
28,14,843,0.226
28,14,873,0.243
28,14,903,0.268
28,14,933,0.289
28,14,963,0.26
28,14,993,0.281
28,14,1023,0.245
28,13,3,0.034
28,13,33,0.052
28,13,63,0.09
28,13,93,0.086
28,13,123,0.108
28,13,153,0.135
28,13,183,0.129
28,13,213,0.151
28,13,243,0.141
28,13,273,0.154
28,13,303,0.148
28,13,333,0.179
28,13,363,0.203
28,13,393,0.174
28,13,423,0.175
28,13,453,0.242
28,13,483,0.193
28,13,513,0.219
28,13,543,0.226
28,13,573,0.238
28,13,603,0.224
28,13,633,0.26
28,13,663,0.273
28,13,693,0.268
28,13,723,0.269
28,13,753,0.292
28,13,783,0.3
28,13,813,0.321
28,13,843,0.301
28,13,873,0.294
28,13,903,0.321
28,13,933,0.317
28,13,963,0.323
28,13,993,0.331
28,13,1023,0.369
28,8,3,0.036
28,8,33,0.054
28,8,63,0.061
28,8,93,0.069
28,8,123,0.082
28,8,153,0.108
28,8,183,0.103
28,8,213,0.115
28,8,243,0.141
28,8,273,0.14
28,8,303,0.148
28,8,333,0.134
28,8,363,0.17
28,8,393,0.15
28,8,423,0.157
28,8,453,0.152
28,8,483,0.16
28,8,513,0.187
28,8,543,0.185
28,8,573,0.195
28,8,603,0.218
28,8,633,0.186
28,8,663,0.205
28,8,693,0.238
28,8,723,0.231
28,8,753,0.252
28,8,783,0.363
28,8,813,0.246
28,8,843,0.234
28,8,873,0.261
28,8,903,0.238
28,8,933,0.246
28,8,963,0.253
28,8,993,0.254
28,8,1023,0.316
28,7,3,0.036
28,7,33,0.043
28,7,63,0.056
28,7,93,0.071
28,7,123,0.071
28,7,153,0.085
28,7,183,0.124
28,7,213,0.131
28,7,243,0.109
28,7,273,0.141
28,7,303,0.125
28,7,333,0.152
28,7,363,0.126
28,7,393,0.13
28,7,423,0.149
28,7,453,0.151
28,7,483,0.144
28,7,513,0.196
28,7,543,0.179
28,7,573,0.192
28,7,603,0.188
28,7,633,0.216
28,7,663,0.216
28,7,693,0.232
28,7,723,0.215
28,7,753,0.201
28,7,783,0.215
28,7,813,0.254
28,7,843,0.205
28,7,873,0.22
28,7,903,0.241
28,7,933,0.246
28,7,963,0.244
28,7,993,0.214
28,7,1023,0.242
28,6,3,0.021
28,6,33,0.047
28,6,63,0.06
28,6,93,0.068
28,6,123,0.077
28,6,153,0.089
28,6,183,0.085
28,6,213,0.087
28,6,243,0.129
28,6,273,0.147
28,6,303,0.145
28,6,333,0.132
28,6,363,0.146
28,6,393,0.153
28,6,423,0.153
28,6,453,0.168
28,6,483,0.153
28,6,513,0.178
28,6,543,0.185
28,6,573,0.173
28,6,603,0.228
28,6,633,0.213
28,6,663,0.216
28,6,693,0.197
28,6,723,0.208
28,6,753,0.243
28,6,783,0.242
28,6,813,0.256
28,6,843,0.25
28,6,873,0.259
28,6,903,0.257
28,6,933,0.267
28,6,963,0.281
28,6,993,0.284
28,6,1023,0.275
28,1,3,0.006
28,1,33,0.008
28,1,63,0.049
28,1,93,0.056
28,1,123,0.053
28,1,153,0.055
28,1,183,0.061
28,1,213,0.063
28,1,243,0.06
28,1,273,0.06
28,1,303,0.06
28,1,333,0.063
28,1,363,0.064
28,1,393,0.065
28,1,423,0.067
28,1,453,0.07
28,1,483,0.068
28,1,513,0.076
28,1,543,0.08
28,1,573,0.082
28,1,603,0.083
28,1,633,0.093
28,1,663,0.099
28,1,693,0.095
28,1,723,0.099
28,1,753,0.097
28,1,783,0.098
28,1,813,0.096
28,1,843,0.094
28,1,873,0.096
28,1,903,0.097
28,1,933,0.099
28,1,963,0.101
28,1,993,0.106
28,1,1023,0.107
27,27,3,0.031
27,27,33,0.079
27,27,63,0.122
27,27,93,0.107
27,27,123,0.132
27,27,153,0.144
27,27,183,0.143
27,27,213,0.162
27,27,243,0.166
27,27,273,0.19
27,27,303,0.203
27,27,333,0.204
27,27,363,0.218
27,27,393,0.238
27,27,423,0.245
27,27,453,0.249
27,27,483,0.271
27,27,513,0.275
27,27,543,0.348
27,27,573,0.344
27,27,603,0.368
27,27,633,0.381
27,27,663,0.386
27,27,693,0.406
27,27,723,0.407
27,27,753,0.435
27,27,783,0.447
27,27,813,0.449
27,27,843,0.459
27,27,873,0.462
27,27,903,0.478
27,27,933,0.504
27,27,963,0.51
27,27,993,0.53
27,27,1023,0.531
27,14,3,0.037
27,14,33,0.056
27,14,63,0.088
27,14,93,0.094
27,14,123,0.105
27,14,153,0.126
27,14,183,0.133
27,14,213,0.134
27,14,243,0.158
27,14,273,0.156
27,14,303,0.174
27,14,333,0.187
27,14,363,0.178
27,14,393,0.18
27,14,423,0.217
27,14,453,0.229
27,14,483,0.218
27,14,513,0.247
27,14,543,0.261
27,14,573,0.271
27,14,603,0.265
27,14,633,0.286
27,14,663,0.32
27,14,693,0.319
27,14,723,0.3
27,14,753,0.309
27,14,783,0.315
27,14,813,0.323
27,14,843,0.342
27,14,873,0.341
27,14,903,0.341
27,14,933,0.346
27,14,963,0.361
27,14,993,0.368
27,14,1023,0.372
27,13,3,0.04
27,13,33,0.052
27,13,63,0.074
27,13,93,0.105
27,13,123,0.117
27,13,153,0.138
27,13,183,0.132
27,13,213,0.144
27,13,243,0.127
27,13,273,0.151
27,13,303,0.181
27,13,333,0.172
27,13,363,0.179
27,13,393,0.236
27,13,423,0.24
27,13,453,0.248
27,13,483,0.291
27,13,513,0.215
27,13,543,0.236
27,13,573,0.24
27,13,603,0.214
27,13,633,0.227
27,13,663,0.234
27,13,693,0.242
27,13,723,0.264
27,13,753,0.268
27,13,783,0.302
27,13,813,0.285
27,13,843,0.298
27,13,873,0.302
27,13,903,0.304
27,13,933,0.316
27,13,963,0.355
27,13,993,0.315
27,13,1023,0.376
27,8,3,0.024
27,8,33,0.049
27,8,63,0.064
27,8,93,0.077
27,8,123,0.082
27,8,153,0.106
27,8,183,0.12
27,8,213,0.129
27,8,243,0.13
27,8,273,0.124
27,8,303,0.13
27,8,333,0.147
27,8,363,0.149
27,8,393,0.143
27,8,423,0.14
27,8,453,0.142
27,8,483,0.192
27,8,513,0.173
27,8,543,0.184
27,8,573,0.212
27,8,603,0.199
27,8,633,0.202
27,8,663,0.198
27,8,693,0.222
27,8,723,0.245
27,8,753,0.267
27,8,783,0.259
27,8,813,0.259
27,8,843,0.258
27,8,873,0.271
27,8,903,0.252
27,8,933,0.255
27,8,963,0.292
27,8,993,0.299
27,8,1023,0.285
27,7,3,0.04
27,7,33,0.05
27,7,63,0.069
27,7,93,0.07
27,7,123,0.083
27,7,153,0.081
27,7,183,0.109
27,7,213,0.118
27,7,243,0.134
27,7,273,0.136
27,7,303,0.142
27,7,333,0.149
27,7,363,0.145
27,7,393,0.138
27,7,423,0.15
27,7,453,0.154
27,7,483,0.177
27,7,513,0.192
27,7,543,0.217
27,7,573,0.207
27,7,603,0.21
27,7,633,0.214
27,7,663,0.21
27,7,693,0.227
27,7,723,0.226
27,7,753,0.238
27,7,783,0.271
27,7,813,0.266
27,7,843,0.26
27,7,873,0.269
27,7,903,0.238
27,7,933,0.264
27,7,963,0.276
27,7,993,0.29
27,7,1023,0.292
27,6,3,0.035
27,6,33,0.043
27,6,63,0.059
27,6,93,0.066
27,6,123,0.073
27,6,153,0.081
27,6,183,0.088
27,6,213,0.078
27,6,243,0.125
27,6,273,0.129
27,6,303,0.126
27,6,333,0.141
27,6,363,0.136
27,6,393,0.142
27,6,423,0.15
27,6,453,0.137
27,6,483,0.147
27,6,513,0.148
27,6,543,0.174
27,6,573,0.17
27,6,603,0.209
27,6,633,0.212
27,6,663,0.188
27,6,693,0.217
27,6,723,0.227
27,6,753,0.209
27,6,783,0.221
27,6,813,0.236
27,6,843,0.217
27,6,873,0.253
27,6,903,0.25
27,6,933,0.289
27,6,963,0.246
27,6,993,0.24
27,6,1023,0.251
27,1,3,0.006
27,1,33,0.008
27,1,63,0.049
27,1,93,0.056
27,1,123,0.061
27,1,153,0.053
27,1,183,0.063
27,1,213,0.061
27,1,243,0.064
27,1,273,0.063
27,1,303,0.061
27,1,333,0.059
27,1,363,0.063
27,1,393,0.066
27,1,423,0.066
27,1,453,0.069
27,1,483,0.069
27,1,513,0.068
27,1,543,0.077
27,1,573,0.079
27,1,603,0.087
27,1,633,0.083
27,1,663,0.105
27,1,693,0.099
27,1,723,0.1
27,1,753,0.1
27,1,783,0.097
27,1,813,0.098
27,1,843,0.099
27,1,873,0.096
27,1,903,0.098
27,1,933,0.098
27,1,963,0.101
27,1,993,0.1
27,1,1023,0.103
14,14,3,0.039
14,14,33,0.03
14,14,63,0.06
14,14,93,0.069
14,14,123,0.07
14,14,153,0.088
14,14,183,0.078
14,14,213,0.094
14,14,243,0.089
14,14,273,0.094
14,14,303,0.108
14,14,333,0.11
14,14,363,0.119
14,14,393,0.116
14,14,423,0.134
14,14,453,0.123
14,14,483,0.137
14,14,513,0.148
14,14,543,0.142
14,14,573,0.15
14,14,603,0.146
14,14,633,0.149
14,14,663,0.138
14,14,693,0.151
14,14,723,0.141
14,14,753,0.156
14,14,783,0.143
14,14,813,0.15
14,14,843,0.155
14,14,873,0.163
14,14,903,0.176
14,14,933,0.175
14,14,963,0.19
14,14,993,0.187
14,14,1023,0.187
14,13,3,0.038
14,13,33,0.037
14,13,63,0.043
14,13,93,0.071
14,13,123,0.083
14,13,153,0.079
14,13,183,0.079
14,13,213,0.078
14,13,243,0.09
14,13,273,0.113
14,13,303,0.09
14,13,333,0.105
14,13,363,0.107
14,13,393,0.124
14,13,423,0.12
14,13,453,0.129
14,13,483,0.136
14,13,513,0.116
14,13,543,0.119
14,13,573,0.126
14,13,603,0.144
14,13,633,0.13
14,13,663,0.134
14,13,693,0.139
14,13,723,0.149
14,13,753,0.161
14,13,783,0.159
14,13,813,0.159
14,13,843,0.166
14,13,873,0.16
14,13,903,0.167
14,13,933,0.177
14,13,963,0.186
14,13,993,0.18
14,13,1023,0.179
14,8,3,0.034
14,8,33,0.038
14,8,63,0.051
14,8,93,0.051
14,8,123,0.056
14,8,153,0.059
14,8,183,0.071
14,8,213,0.093
14,8,243,0.101
14,8,273,0.105
14,8,303,0.108
14,8,333,0.086
14,8,363,0.115
14,8,393,0.096
14,8,423,0.097
14,8,453,0.092
14,8,483,0.113
14,8,513,0.11
14,8,543,0.129
14,8,573,0.126
14,8,603,0.118
14,8,633,0.13
14,8,663,0.139
14,8,693,0.154
14,8,723,0.14
14,8,753,0.145
14,8,783,0.125
14,8,813,0.137
14,8,843,0.137
14,8,873,0.127
14,8,903,0.155
14,8,933,0.135
14,8,963,0.157
14,8,993,0.148
14,8,1023,0.177
14,7,3,0.033
14,7,33,0.035
14,7,63,0.037
14,7,93,0.045
14,7,123,0.045
14,7,153,0.049
14,7,183,0.064
14,7,213,0.068
14,7,243,0.079
14,7,273,0.063
14,7,303,0.077
14,7,333,0.083
14,7,363,0.087
14,7,393,0.096
14,7,423,0.076
14,7,453,0.08
14,7,483,0.097
14,7,513,0.106
14,7,543,0.1
14,7,573,0.135
14,7,603,0.12
14,7,633,0.109
14,7,663,0.095
14,7,693,0.115
14,7,723,0.11
14,7,753,0.114
14,7,783,0.1
14,7,813,0.122
14,7,843,0.109
14,7,873,0.133
14,7,903,0.114
14,7,933,0.124
14,7,963,0.125
14,7,993,0.13
14,7,1023,0.122
14,6,3,0.037
14,6,33,0.034
14,6,63,0.049
14,6,93,0.046
14,6,123,0.054
14,6,153,0.058
14,6,183,0.068
14,6,213,0.063
14,6,243,0.09
14,6,273,0.091
14,6,303,0.108
14,6,333,0.084
14,6,363,0.101
14,6,393,0.109
14,6,423,0.12
14,6,453,0.104
14,6,483,0.117
14,6,513,0.116
14,6,543,0.108
14,6,573,0.117
14,6,603,0.122
14,6,633,0.11
14,6,663,0.129
14,6,693,0.13
14,6,723,0.117
14,6,753,0.12
14,6,783,0.129
14,6,813,0.131
14,6,843,0.13
14,6,873,0.133
14,6,903,0.133
14,6,933,0.127
14,6,963,0.134
14,6,993,0.15
14,6,1023,0.157
14,1,3,0.006
14,1,33,0.007
14,1,63,0.008
14,1,93,0.009
14,1,123,0.01
14,1,153,0.01
14,1,183,0.044
14,1,213,0.05
14,1,243,0.049
14,1,273,0.046
14,1,303,0.051
14,1,333,0.053
14,1,363,0.049
14,1,393,0.055
14,1,423,0.05
14,1,453,0.059
14,1,483,0.06
14,1,513,0.06
14,1,543,0.057
14,1,573,0.058
14,1,603,0.06
14,1,633,0.062
14,1,663,0.058
14,1,693,0.06
14,1,723,0.056
14,1,753,0.059
14,1,783,0.058
14,1,813,0.058
14,1,843,0.058
14,1,873,0.06
14,1,903,0.058
14,1,933,0.061
14,1,963,0.063
14,1,993,0.062
14,1,1023,0.065
13,13,3,0.038
13,13,33,0.054
13,13,63,0.069
13,13,93,0.065
13,13,123,0.067
13,13,153,0.085
13,13,183,0.079
13,13,213,0.086
13,13,243,0.101
13,13,273,0.107
13,13,303,0.096
13,13,333,0.099
13,13,363,0.103
13,13,393,0.107
13,13,423,0.111
13,13,453,0.108
13,13,483,0.127
13,13,513,0.125
13,13,543,0.133
13,13,573,0.132
13,13,603,0.135
13,13,633,0.132
13,13,663,0.14
13,13,693,0.142
13,13,723,0.148
13,13,753,0.132
13,13,783,0.151
13,13,813,0.136
13,13,843,0.139
13,13,873,0.141
13,13,903,0.15
13,13,933,0.146
13,13,963,0.159
13,13,993,0.156
13,13,1023,0.153
13,8,3,0.033
13,8,33,0.037
13,8,63,0.047
13,8,93,0.051
13,8,123,0.054
13,8,153,0.068
13,8,183,0.07
13,8,213,0.075
13,8,243,0.08
13,8,273,0.095
13,8,303,0.102
13,8,333,0.09
13,8,363,0.091
13,8,393,0.111
13,8,423,0.096
13,8,453,0.132
13,8,483,0.123
13,8,513,0.123
13,8,543,0.126
13,8,573,0.141
13,8,603,0.119
13,8,633,0.141
13,8,663,0.128
13,8,693,0.131
13,8,723,0.132
13,8,753,0.126
13,8,783,0.139
13,8,813,0.148
13,8,843,0.144
13,8,873,0.123
13,8,903,0.14
13,8,933,0.16
13,8,963,0.168
13,8,993,0.176
13,8,1023,0.158
13,7,3,0.041
13,7,33,0.038
13,7,63,0.042
13,7,93,0.048
13,7,123,0.056
13,7,153,0.06
13,7,183,0.077
13,7,213,0.075
13,7,243,0.076
13,7,273,0.08
13,7,303,0.094
13,7,333,0.084
13,7,363,0.088
13,7,393,0.105
13,7,423,0.097
13,7,453,0.1
13,7,483,0.107
13,7,513,0.116
13,7,543,0.133
13,7,573,0.12
13,7,603,0.126
13,7,633,0.132
13,7,663,0.117
13,7,693,0.115
13,7,723,0.124
13,7,753,0.136
13,7,783,0.125
13,7,813,0.133
13,7,843,0.136
13,7,873,0.135
13,7,903,0.133
13,7,933,0.137
13,7,963,0.128
13,7,993,0.142
13,7,1023,0.13
13,6,3,0.041
13,6,33,0.043
13,6,63,0.046
13,6,93,0.047
13,6,123,0.051
13,6,153,0.054
13,6,183,0.062
13,6,213,0.07
13,6,243,0.076
13,6,273,0.084
13,6,303,0.082
13,6,333,0.097
13,6,363,0.085
13,6,393,0.09
13,6,423,0.099
13,6,453,0.105
13,6,483,0.099
13,6,513,0.1
13,6,543,0.118
13,6,573,0.121
13,6,603,0.121
13,6,633,0.125
13,6,663,0.135
13,6,693,0.124
13,6,723,0.119
13,6,753,0.125
13,6,783,0.132
13,6,813,0.121
13,6,843,0.136
13,6,873,0.122
13,6,903,0.12
13,6,933,0.138
13,6,963,0.136
13,6,993,0.126
13,6,1023,0.131
13,1,3,0.006
13,1,33,0.007
13,1,63,0.008
13,1,93,0.009
13,1,123,0.01
13,1,153,0.011
13,1,183,0.011
13,1,213,0.051
13,1,243,0.045
13,1,273,0.049
13,1,303,0.049
13,1,333,0.052
13,1,363,0.05
13,1,393,0.056
13,1,423,0.05
13,1,453,0.056
13,1,483,0.061
13,1,513,0.062
13,1,543,0.059
13,1,573,0.054
13,1,603,0.058
13,1,633,0.058
13,1,663,0.059
13,1,693,0.06
13,1,723,0.059
13,1,753,0.061
13,1,783,0.061
13,1,813,0.058
13,1,843,0.061
13,1,873,0.062
13,1,903,0.059
13,1,933,0.061
13,1,963,0.062
13,1,993,0.061
13,1,1023,0.062
8,8,3,0.027
8,8,33,0.054
8,8,63,0.035
8,8,93,0.038
8,8,123,0.042
8,8,153,0.055
8,8,183,0.051
8,8,213,0.062
8,8,243,0.069
8,8,273,0.065
8,8,303,0.071
8,8,333,0.072
8,8,363,0.083
8,8,393,0.079
8,8,423,0.071
8,8,453,0.077
8,8,483,0.078
8,8,513,0.084
8,8,543,0.082
8,8,573,0.082
8,8,603,0.099
8,8,633,0.093
8,8,663,0.078
8,8,693,0.09
8,8,723,0.095
8,8,753,0.097
8,8,783,0.093
8,8,813,0.091
8,8,843,0.091
8,8,873,0.107
8,8,903,0.101
8,8,933,0.098
8,8,963,0.111
8,8,993,0.1
8,8,1023,0.109
8,7,3,0.025
8,7,33,0.043
8,7,63,0.037
8,7,93,0.039
8,7,123,0.033
8,7,153,0.059
8,7,183,0.067
8,7,213,0.061
8,7,243,0.062
8,7,273,0.071
8,7,303,0.057
8,7,333,0.063
8,7,363,0.076
8,7,393,0.077
8,7,423,0.073
8,7,453,0.086
8,7,483,0.079
8,7,513,0.08
8,7,543,0.089
8,7,573,0.082
8,7,603,0.091
8,7,633,0.088
8,7,663,0.095
8,7,693,0.083
8,7,723,0.097
8,7,753,0.081
8,7,783,0.089
8,7,813,0.095
8,7,843,0.093
8,7,873,0.091
8,7,903,0.103
8,7,933,0.089
8,7,963,0.087
8,7,993,0.108
8,7,1023,0.113
8,6,3,0.031
8,6,33,0.035
8,6,63,0.042
8,6,93,0.038
8,6,123,0.038
8,6,153,0.047
8,6,183,0.048
8,6,213,0.044
8,6,243,0.064
8,6,273,0.073
8,6,303,0.059
8,6,333,0.073
8,6,363,0.063
8,6,393,0.077
8,6,423,0.063
8,6,453,0.063
8,6,483,0.067
8,6,513,0.07
8,6,543,0.071
8,6,573,0.069
8,6,603,0.077
8,6,633,0.089
8,6,663,0.062
8,6,693,0.098
8,6,723,0.088
8,6,753,0.084
8,6,783,0.104
8,6,813,0.1
8,6,843,0.087
8,6,873,0.089
8,6,903,0.086
8,6,933,0.095
8,6,963,0.094
8,6,993,0.089
8,6,1023,0.084
8,1,3,0.006
8,1,33,0.007
8,1,63,0.008
8,1,93,0.008
8,1,123,0.009
8,1,153,0.01
8,1,183,0.01
8,1,213,0.011
8,1,243,0.012
8,1,273,0.012
8,1,303,0.013
8,1,333,0.013
8,1,363,0.014
8,1,393,0.015
8,1,423,0.015
8,1,453,0.016
8,1,483,0.017
8,1,513,0.065
8,1,543,0.064
8,1,573,0.06
8,1,603,0.059
8,1,633,0.065
8,1,663,0.058
8,1,693,0.06
8,1,723,0.056
8,1,753,0.057
8,1,783,0.056
8,1,813,0.063
8,1,843,0.056
8,1,873,0.063
8,1,903,0.06
8,1,933,0.059
8,1,963,0.062
8,1,993,0.055
8,1,1023,0.064
7,7,3,0.04
7,7,33,0.021
7,7,63,0.04
7,7,93,0.04
7,7,123,0.045
7,7,153,0.031
7,7,183,0.052
7,7,213,0.052
7,7,243,0.06
7,7,273,0.076
7,7,303,0.06
7,7,333,0.064
7,7,363,0.073
7,7,393,0.082
7,7,423,0.062
7,7,453,0.076
7,7,483,0.08
7,7,513,0.077
7,7,543,0.077
7,7,573,0.089
7,7,603,0.076
7,7,633,0.081
7,7,663,0.083
7,7,693,0.074
7,7,723,0.09
7,7,753,0.087
7,7,783,0.104
7,7,813,0.092
7,7,843,0.1
7,7,873,0.103
7,7,903,0.095
7,7,933,0.106
7,7,963,0.107
7,7,993,0.098
7,7,1023,0.102
7,6,3,0.041
7,6,33,0.037
7,6,63,0.046
7,6,93,0.037
7,6,123,0.046
7,6,153,0.041
7,6,183,0.042
7,6,213,0.059
7,6,243,0.068
7,6,273,0.065
7,6,303,0.077
7,6,333,0.058
7,6,363,0.076
7,6,393,0.072
7,6,423,0.072
7,6,453,0.074
7,6,483,0.072
7,6,513,0.071
7,6,543,0.071
7,6,573,0.07
7,6,603,0.068
7,6,633,0.084
7,6,663,0.074
7,6,693,0.079
7,6,723,0.074
7,6,753,0.08
7,6,783,0.092
7,6,813,0.091
7,6,843,0.1
7,6,873,0.082
7,6,903,0.087
7,6,933,0.084
7,6,963,0.084
7,6,993,0.092
7,6,1023,0.104
7,1,3,0.006
7,1,33,0.007
7,1,63,0.008
7,1,93,0.008
7,1,123,0.009
7,1,153,0.01
7,1,183,0.01
7,1,213,0.011
7,1,243,0.012
7,1,273,0.012
7,1,303,0.013
7,1,333,0.014
7,1,363,0.014
7,1,393,0.015
7,1,423,0.015
7,1,453,0.016
7,1,483,0.018
7,1,513,0.018
7,1,543,0.018
7,1,573,0.019
7,1,603,0.019
7,1,633,0.02
7,1,663,0.021
7,1,693,0.067
7,1,723,0.054
7,1,753,0.062
7,1,783,0.056
7,1,813,0.059
7,1,843,0.057
7,1,873,0.063
7,1,903,0.069
7,1,933,0.064
7,1,963,0.063
7,1,993,0.061
7,1,1023,0.064
1,1,3,0.006
1,1,33,0.006
1,1,63,0.006
1,1,93,0.006
1,1,123,0.006
1,1,153,0.006
1,1,183,0.007
1,1,213,0.006
1,1,243,0.007
1,1,273,0.006
1,1,303,0.006
1,1,333,0.006
1,1,363,0.006
1,1,393,0.007
1,1,423,0.006
1,1,453,0.007
1,1,483,0.007
1,1,513,0.006
1,1,543,0.007
1,1,573,0.007
1,1,603,0.007
1,1,633,0.007
1,1,663,0.007
1,1,693,0.007
1,1,723,0.007
1,1,753,0.007
1,1,783,0.007
1,1,813,0.007
1,1,843,0.007
1,1,873,0.007
1,1,903,0.007
1,1,933,0.007
1,1,963,0.007
1,1,993,0.007
1,1,1023,0.007
